symbol,status,entry_step,entry_date,entry_price,capital_at_entry,exit_step,exit_date,exit_price,holding_days,trade_return_pct,realized_pnl,capital_after_exit,unrealized_pct,unrealized_pnl,current_price,current_date
NSC,CLOSED,22,2026-03-26 00:00:00,281.6600036621094,100000000.0,32,2026-04-10 00:00:00,295.05999755859375,10,4.757506824632272,4757506.824632272,104757506.82463227,0.0,0.0,295.05999755859375,2026-04-10 00:00:00
NSC,CLOSED,36,2026-04-16 00:00:00,298.0799865722656,104757506.82463227,57,2026-05-15 00:00:00,316.1499938964844,21,6.062133701766618,6350540.126346499,111108046.95097877,0.0,0.0,316.1499938964844,2026-05-15 00:00:00
NVDA,CLOSED,23,2026-03-27 00:00:00,170.0,100000000.0,45.0,2026-04-29 00:00:00,212.6999969482422,22,25.11764526367187,25117645.26367187,125117645.26367189,0.0,0.0,212.6999969482422,2026-04-29 00:00:00
NVDA,OPEN,46,2026-04-30 00:00:00,209.92999267578125,125117645.26367189,,,,13,,0.0,,5.087414046198064,6365252.6594163105,220.61000061035156,2026-05-19 00:00:00
PANW,CLOSED,25,2026-03-26 00:00:00,152.24000549316406,100000000.0,59,2026-05-19 00:00:00,246.9600067138672,34,62.217549791770274,62217549.79177028,162217549.79177028,0.0,0.0,246.9600067138672,2026-05-19 00:00:00
PLTR,CLOSED,38,2026-04-15 00:00:00,136.7899932861328,100000000.0,48,2026-05-04 00:00:00,147.75,10,8.012286900944144,8012286.9009441435,108012286.90094416,0.0,0.0,147.75,2026-05-04 00:00:00
PLTR,CLOSED,49,2026-05-05 00:00:00,140.2949981689453,108012286.90094416,59,2026-05-19 00:00:00,135.1699981689453,10,-3.6530169050135406,-3945707.099983216,104066579.80096094,0.0,0.0,135.1699981689453,2026-05-19 00:00:00
QQQ,OPEN,22,2026-03-26 00:00:00,582.5999755859375,100000000.0,,,,37,,0.0,,20.413672965112283,20413672.965112284,701.530029296875,2026-05-19 00:00:00
RKLB,OPEN,34,2026-04-14 00:00:00,73.55500030517578,100000000.0,,,,25,,0.0,,73.08136364678217,73081363.64678216,127.30999755859375,2026-05-19 00:00:00
RTX,CLOSED,26,2026-04-01 00:00:00,194.47000122070312,100000000.0,36,2026-04-16 00:00:00,198.41000366210938,10,2.026020680143237,2026020.680143237,102026020.68014324,0.0,0.0,198.41000366210938,2026-04-16 00:00:00
RTX,CLOSED,40,2026-04-22 00:00:00,187.7449951171875,102026020.68014324,54,2026-05-12 00:00:00,178.60000610351562,14,-4.870962875981701,-4969649.59117119,97056371.08897205,0.0,0.0,178.60000610351562,2026-05-12 00:00:00
SLB,CLOSED,43,2026-04-27 00:00:00,56.1150016784668,100000000.0,53.0,2026-05-11 00:00:00,53.665000915527344,10,-4.36603526625146,-4366035.26625146,95633964.73374854,0.0,0.0,53.665000915527344,2026-05-11 00:00:00
SLB,OPEN,56,2026-05-14 00:00:00,55.400001525878906,95633964.73374854,,,,3,,0.0,,2.4729221916081996,2364953.5366156274,56.77000045776367,2026-05-19 00:00:00
STLD,OPEN,22,2026-03-26 00:00:00,170.9110565185547,100000000.0,,,,37,,0.0,,30.693706812898547,30693706.812898546,223.3699951171875,2026-05-19 00:00:00
TJX,CLOSED,49,2026-05-05 00:00:00,155.00999450683594,100000000.0,59,2026-05-19 00:00:00,149.10000610351562,10,-3.812649901784032,-3812649.901784032,96187350.09821597,0.0,0.0,149.10000610351562,2026-05-19 00:00:00
TSLA,CLOSED,28,2026-04-06 00:00:00,362.5899963378906,100000000.0,46,2026-04-30 00:00:00,372.75,18,2.802063974385396,2802063.9743853956,102802063.97438541,0.0,0.0,372.75,2026-04-30 00:00:00
TSLA,CLOSED,47,2026-05-01 00:00:00,382.4849853515625,102802063.97438541,59,2026-05-19 00:00:00,403.1600036621094,12,5.40544573051498,5556909.777984695,108358973.7523701,0.0,0.0,403.1600036621094,2026-05-19 00:00:00
VZ,CLOSED,24,2026-03-30 00:00:00,50.869998931884766,100000000.0,34,2026-04-14 00:00:00,44.77000045776367,10,-11.991347753494203,-11991347.753494203,88008652.2465058,0.0,0.0,44.77000045776367,2026-04-14 00:00:00
VZ,CLOSED,37,2026-04-17 00:00:00,46.11000061035156,88008652.2465058,47,2026-05-01 00:00:00,48.28499984741211,10,4.716979415030114,4151350.0099131167,92160002.25641891,0.0,0.0,48.28499984741211,2026-05-01 00:00:00
VZ,CLOSED,48,2026-05-04 00:00:00,47.81999969482422,92160002.25641891,58,2026-05-18 00:00:00,46.599998474121094,10,-2.5512363623774212,-2351219.4891336113,89808782.7672853,0.0,0.0,46.599998474121094,2026-05-18 00:00:00
