symbol,as_of,stance,position,current_price,entry_price,days_in_trade,unrealized_pct,unrealized_pnl,realized_pnl,current_equity,benchmark_equity,total_return_pct,benchmark_return_pct,alpha_pct,max_drawdown_pct,time_in_market_pct,last_signal_action,saved_model_last_trained_date
AXP,2026-05-21,LONG,1,309.70001220703125,293.7513427734375,37,5.4293094571126685,5429309.457112688,0.0,105429309.45711268,106298658.35292254,5.429309457112685,6.298658352922537,-0.8693488958098516,-7.086211105556817,97.43589743589743,HOLD,2025-08-21
QQQ,2026-05-21,LONG,1,714.510009765625,567.3800048828125,37,25.93147513423577,25931475.134235818,0.0,125931475.13423581,127005934.8111396,25.931475134235814,27.005934811139596,-1.074459676903782,-2.5368439805888765,97.43589743589743,HOLD,2025-08-21
CME,2026-05-21,LONG,1,289.2900085449219,297.3299865722656,5,-2.7040589212113044,-2700784.1639315896,-121105.2486333102,97178110.58743511,98471648.76675346,-2.821889412564893,-1.5283512332465388,-1.2935381793183542,-6.99274061114089,43.58974358974359,HOLD,2025-08-21
STLD,2026-05-21,LONG,1,231.83999633789062,172.1073455810547,37,34.70662484228731,34706624.84228751,0.0,134706624.8422875,136022406.2051258,34.7066248422875,36.022406205125804,-1.315781362838301,-7.6411042050659965,97.43589743589743,HOLD,2025-08-21
CAT,2026-05-21,LONG,1,865.9500122070312,704.2293090820312,34,22.96421081022658,22964210.810226608,0.0,122964210.8102266,124762526.26676694,22.964210810226614,24.762526266766937,-1.7983154565403225,-7.204424151703648,89.74358974358975,HOLD,2025-08-21
COST,2026-05-21,LONG,1,1050.449951171875,1034.949951171875,5,1.4976569622955505,1522867.1002306517,1683305.2274172748,103206172.32764792,106923159.40787537,3.206172327647927,6.923159407875379,-3.716987080227452,-5.0374622513363665,66.66666666666666,HOLD,2025-08-21
TSLA,2026-05-21,LONG,1,417.8500061035156,407.6000061035156,1,2.51472027637724,2724925.084225149,8358973.75237009,111083898.83659524,115482414.83851187,11.08389883659524,15.482414838511893,-4.3985160019166525,-9.457180225606798,82.05128205128204,HOLD,2025-08-21
VZ,2026-05-21,LONG,1,48.27000045776367,47.61000061035156,0,1.3862630517769738,1263698.093528519,-8841392.554708317,92422305.53882019,97387197.9116424,-7.5776944611798065,-2.612802088357602,-4.964892372822204,-10.920437175682041,79.48717948717949,HOLD,2025-08-21
FCX,2026-05-21,LONG,1,62.310001373291016,59.189998626708984,1,5.271165431610778,5282350.309376983,212189.84513444826,105494540.15451144,111036989.89034225,5.494540154511429,11.036989890342252,-5.5424497358308225,-17.595225924847202,53.84615384615385,HOLD,2025-08-21
SLB,2026-05-21,LONG,1,57.25,55.400001525878906,5,3.339347334235855,3193550.251960547,-4366035.26625146,98827514.98570909,107009345.79439251,-1.1724850142909138,7.009345794392519,-8.181830808683433,-6.88685575377267,41.02564102564102,HOLD,2025-08-21
ADM,2026-05-21,LONG,1,77.12000274658203,77.88648223876953,10,-0.9840982288014543,-984098.2288014668,0.0,99015901.77119853,107473993.44200942,-0.9840982288014777,7.47399344200943,-8.458091670810909,-6.347612929239332,28.205128205128204,HOLD,2025-08-21
JPM,2026-05-21,LONG,1,303.0,301.2300109863281,0,0.5875872088163895,566384.5053270294,-3608435.1686402266,96957949.33668679,107675955.22828494,-3.0420506633132116,7.6759552282849475,-10.718005891598159,-5.427118662793151,53.84615384615385,HOLD,2025-08-21
LRCX,2026-05-21,LONG,1,302.239990234375,287.2149963378906,7,5.231270681565787,6528513.139283382,24797846.196123257,131326359.33540663,142963901.8962587,31.32635933540664,42.96390189625872,-11.63754256085208,-8.614403991125986,69.23076923076923,HOLD,2025-08-20
FDX,2026-05-21,LONG,1,388.9100036621094,403.0,14,-3.4962770069207414,-3496277.0069207507,0.0,96503722.99307925,113065093.54941426,-3.496277006920756,13.065093549414254,-16.56137055633501,-11.215883922340264,38.46153846153847,HOLD,2025-08-21
GOOGL,2026-05-21,LONG,1,387.6600036621094,320.44500732421875,31,20.975516797452816,20975516.797452886,0.0,120975516.79745288,141306411.32787952,20.975516797452887,41.30641132787951,-20.330894530426622,-3.715660333939419,82.05128205128204,HOLD,2025-08-21
INTC,2026-05-21,LONG,1,118.5,82.19999694824219,19,44.16058929371241,65816653.24237532,49039345.47754213,214855998.71991745,274750746.73161465,114.85599871991745,174.75074673161467,-59.89474801169722,-16.432326847405044,76.92307692307693,CLOSE,2025-08-21
CVX,2026-05-21,FLAT,0,191.00999450683594,,0,0.0,0.0,0.0,100000000.0,91290314.44104475,0.0,-8.709685558955249,8.709685558955249,0.0,0.0,HOLD,2025-08-21
RTX,2026-05-21,FLAT,0,175.25,,0,0.0,0.0,-2943620.871539697,97056379.1284603,92762635.40523054,-2.9436208715396983,-7.237364594769479,4.293743723229781,-10.258759526972238,61.53846153846154,HOLD,2025-08-21
MCD,2026-05-21,FLAT,0,284.17999267578125,,0,0.0,0.0,-5879502.3311790675,94120497.66882093,92899639.86463723,-5.879502331179065,-7.100360135362771,1.220857804183706,-6.834532303587193,56.41025641025641,HOLD,2025-08-21
EXC,2026-05-21,FLAT,0,45.349998474121094,,0,0.0,0.0,-5489676.4558291435,94510323.54417086,93853474.25608271,-5.48967645582914,-6.146525743917286,0.6568492880881456,-9.673607540217056,76.92307692307693,HOLD,2025-08-21
NSC,2026-05-21,FLAT,0,311.44000244140625,,0,0.0,0.0,10942616.801832289,110942616.80183229,110428041.69385818,10.942616801832283,10.42804169385818,0.5145751079741032,-3.0425628503372604,84.61538461538461,HOLD,2025-08-21
PLTR,2026-05-21,FLAT,0,137.4149932861328,,0,0.0,0.0,-4340159.068130539,95659840.93186946,96054100.1196726,-4.340159068130534,-3.945899880327408,-0.39425918780312585,-14.26215818723129,51.28205128205128,HOLD,2025-08-18
AMAT,2026-05-21,FLAT,0,427.3599853515625,,0,0.0,0.0,24121566.801892515,124121566.80189255,126906679.30320339,24.12156680189255,26.90667930320336,-2.785112501310813,-8.615485003259305,82.05128205128204,HOLD,2014-04-23
KO,2026-05-21,FLAT,0,81.16999816894531,,0,0.0,0.0,2563076.2375480384,102563076.23754804,107211727.84374323,2.5630762375480343,7.211727843743243,-4.648651606195209,-5.103633427786036,58.97435897435898,HOLD,2025-08-21
MRK,2026-05-21,FLAT,0,115.87999725341797,,0,0.0,0.0,-8105426.470740258,91894573.52925974,96865334.71027656,-8.105426470740262,-3.1346652897234373,-4.970761181016825,-8.105426470740262,25.64102564102564,HOLD,2025-08-21
TJX,2026-05-21,FLAT,0,157.4600067138672,,0,0.0,0.0,-3497600.6289028525,96502399.37109715,101840989.75639008,-3.4976006289028527,1.8409897563900879,-5.338590385292941,-5.416536344362866,25.64102564102564,HOLD,2025-08-21
IBM,2026-05-21,FLAT,0,252.97000122070312,,0,0.0,0.0,0.0,100000000.0,107824259.89622268,0.0,7.824259896222685,-7.824259896222685,0.0,0.0,HOLD,2025-08-18
META,2026-05-21,FLAT,0,607.3800048828125,,0,0.0,0.0,5719406.408307344,105719406.40830734,115532990.70424719,5.719406408307348,15.532990704247185,-9.813584295939837,-11.590297595034848,58.97435897435898,HOLD,2025-08-21
GS,2026-05-21,FLAT,0,988.1699829101562,,0,0.0,0.0,10779842.23231271,110779842.23231271,123076631.27967128,10.77984223231272,23.07663127967128,-12.296789047358558,-4.365929974819405,79.48717948717949,HOLD,2025-08-21
PANW,2026-05-21,FLAT,0,252.9199981689453,,0,0.0,0.0,59298205.933319606,159298205.9333196,172031009.94353667,59.2982059333196,72.0310099435367,-12.732804010217102,-10.386697651368715,87.17948717948718,HOLD,2025-08-18
AVGO,2026-05-21,FLAT,0,414.57000732421875,,0,0.0,0.0,23200594.0920631,123200594.09206311,137877483.51159614,23.20059409206312,37.87748351159615,-14.676889419533026,-9.922267797928875,76.92307692307693,HOLD,2025-08-21
RKLB,2026-05-21,FLAT,0,125.44999694824219,,0,0.0,0.0,73312491.09921262,173312491.09921262,205892001.18153566,73.31249109921261,105.89200118153568,-32.57951008232307,-14.46024449141875,66.66666666666666,LONG,2025-08-21
AMZN,2026-05-21,FLAT,0,268.4599914550781,,0,0.0,0.0,0.0,100000000.0,134674423.79201508,0.0,34.674423792015084,-34.674423792015084,0.0,0.0,HOLD,2025-08-21
AMD,2026-05-21,FLAT,0,449.5899963378906,,0,0.0,0.0,52491797.58240073,152491797.58240074,222580317.8925633,52.49179758240074,122.5803178925633,-70.08852031016255,-1.2356773807963073,41.02564102564102,HOLD,2025-08-21
MU,2026-05-21,FLAT,0,762.0999755859375,,0,0.0,0.0,22592262.602854013,122592262.60285401,213431528.81892776,22.592262602854007,113.43152881892777,-90.83926621607377,-3.7022699177068685,25.64102564102564,HOLD,2025-08-21
