symbol,last_bar_date,report_start_date,primary_fill_mode,stance,position,last_signal_action,last_signal_date,current_price,entry_date,entry_price,days_in_trade,unrealized_pct,unrealized_pnl,realized_pnl,current_equity_live,cash_live,shares_live,total_return_pct_live,annualized_return_pct_live,alpha_over_buy_hold_pct_live,max_drawdown_pct_live,time_in_market_pct_live,total_closed_trades_live,win_pct_long_live,total_return_pct_backtest_style,annualized_return_pct_backtest_style,alpha_over_buy_hold_pct_backtest_style,max_drawdown_pct_backtest_style,time_in_market_pct_backtest_style,total_closed_trades_backtest_style,win_pct_long_backtest_style,last_q_hold,last_q_long,last_q_close,last_q_hold_masked,last_q_long_masked,last_q_close_masked,overwatch_enabled,overwatch_override_count,overwatch_override_pct,overwatch_review_count,saved_model_last_trained_date,saved_model_timestamp_utc
MRK,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,113.0,,,0,0.0,0.0,-8105426.470740258,91894573.52925974,91894573.52925974,0.0,-8.105426470740259,-42.084333168350796,-3.1192999341562833,8.105426470740259,25.64102564102564,1.0,0.0,-8.105426470740259,-42.084333168350796,-3.1192999341562833,8.105426470740259,25.64102564102564,1.0,0.0,0.13618242740631104,0.13530895113945007,0.1355046182870865,0.13618242740631104,0.13530895113945007,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 21:40:32
MU,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,731.989990234375,,,0,0.0,0.0,22592262.602854013,122592262.60285401,122592262.60285401,0.0,22.592262602854014,272.9129528254519,-83.42177763584415,3.7022699177068676,25.64102564102564,1.0,100.0,22.592262602854014,272.9129528254519,-83.42177763584415,3.7022699177068676,25.64102564102564,1.0,100.0,0.2715854346752167,0.25805214047431946,0.26803815364837646,0.2715854346752167,0.25805214047431946,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 22:22:34
NFLX,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,LONG,2026-05-20,88.08999633789062,,,0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,5.604375668706387,0.0,0.0,0.0,0.0,0.0,0.0,5.604375668706387,0.0,0.0,0.0,0.0,0.3831494450569153,0.39375507831573486,0.5419644117355347,0.3831494450569153,0.39375507831573486,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 22:42:33
NSC,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,311.8399963378906,,,0,0.0,0.0,12951435.999220207,112951435.9992202,112951435.9992202,0.0,12.951435999220207,119.6656348774181,2.3932794248096494,3.042562850337242,87.17948717948718,1.0,100.0,12.951435999220207,119.6656348774181,2.3932794248096494,3.042562850337242,87.17948717948718,1.0,100.0,0.2584207355976105,0.24281540513038635,0.27972593903541565,0.2584207355976105,0.24281540513038635,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 23:31:20
NVDA,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,223.47000122070312,2026-04-30,209.92999267578125,14,6.4497732660016736,8069804.435267156,25117645.26367187,133187449.69893904,0.0,595996.9972318595,33.18744969893904,537.1246670303345,2.6864020161158297,8.08697827232811,94.87179487179486,1.0,100.0,33.18744969893904,537.1246670303345,2.6864020161158297,8.08697827232811,92.3076923076923,2.0,100.0,0.3693363666534424,0.3781243860721588,0.3642710745334625,0.3693363666534424,-1000000000.0,0.3642710745334625,False,0,0.0,0,2025-08-21,2026-05-15 00:13:27
PANW,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,246.66000366210938,,,0,0.0,0.0,59298205.933319606,159298205.9333196,159298205.9333196,0.0,59.2982059333196,1925.7852684851907,1.5468611525114806,10.386697651368712,87.17948717948718,1.0,100.0,59.2982059333196,1925.7852684851907,1.5468611525114806,10.386697651368712,87.17948717948718,1.0,100.0,0.4843757748603821,0.4823627471923828,0.4981575608253479,0.4843757748603821,0.4823627471923828,-1000000000.0,False,0,0.0,0,2025-08-18,2026-05-15 00:53:45
PLTR,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,137.14999389648438,,,0,0.0,0.0,-4340159.068130539,95659840.93186946,95659840.93186946,0.0,-4.3401590681305375,-24.926974167632988,2.714600917193889,14.262158187231282,51.28205128205128,2.0,50.0,-4.3401590681305375,-24.926974167632988,2.714600917193889,14.262158187231282,51.28205128205128,2.0,50.0,0.9348083734512329,0.6362605690956116,1.1894276142120361,0.9348083734512329,0.6362605690956116,-1000000000.0,False,0,0.0,0,2025-08-18,2026-05-15 01:05:58
QQQ,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,713.1500244140625,2026-03-27,570.8099975585938,37,24.936498565944838,24936498.56594488,0.0,124936498.56594488,0.0,175189.64353762037,24.93649856594488,321.46530273628713,0.6488581882181016,2.53684398058889,97.43589743589743,0.0,0.0,24.93649856594488,321.46530273628713,0.6488581882181016,2.53684398058889,94.87179487179486,1.0,100.0,0.16384738683700562,0.1895262897014618,0.16231685876846313,0.16384738683700562,-1000000000.0,0.16231685876846313,False,0,0.0,0,2025-08-21,2026-05-15 01:54:47
RKLB,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,134.27999877929688,,,0,0.0,0.0,73312491.09921262,173312491.09921262,173312491.09921262,0.0,73.31249109921262,3393.078583163775,-30.32717193934581,14.46024449141875,66.66666666666666,1.0,100.0,73.31249109921262,3393.078583163775,-30.32717193934581,14.46024449141875,66.66666666666666,1.0,100.0,0.47912704944610596,0.326205849647522,0.4045865535736084,0.47912704944610596,0.326205849647522,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-15 02:06:31
RTX,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,174.85000610351562,,,0,0.0,0.0,-2943628.911027953,97056371.08897205,97056371.08897205,0.0,-2.943628911027953,-17.556694835250152,6.3900498187192385,10.25876031480323,61.53846153846154,2.0,50.0,-2.943628911027953,-17.556694835250152,6.3900498187192385,10.25876031480323,61.53846153846154,2.0,50.0,0.24637271463871002,0.24390862882137299,0.2493557631969452,0.24637271463871002,0.24390862882137299,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-15 02:55:25
SLB,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,57.279998779296875,2026-05-14,55.400001525878906,4,3.393496753857913,3245335.488825436,-4366035.26625146,98879300.22257398,0.0,1726244.8032438268,-1.1206997774260195,-7.0234875299674755,-10.621745993309885,6.886855753772673,38.46153846153847,1.0,0.0,-1.1206997774260195,-7.0234875299674755,-10.621745993309885,6.886855753772673,35.8974358974359,2.0,50.0,0.2518124282360077,0.25453829765319824,0.2554199695587158,0.2518124282360077,-1000000000.0,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-15 03:44:30
STLD,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,228.3000030517578,2026-03-27,172.78526306152344,37,32.12932573449102,32129325.734491203,0.0,132129325.7344912,0.0,578753.061621888,32.129325734491196,505.1194408016597,0.8332752950246769,7.641104205066,97.43589743589743,0.0,0.0,32.129325734491196,505.1194408016597,0.8332752950246769,7.641104205066,94.87179487179486,1.0,100.0,0.11649948358535767,0.12047530710697174,0.11171923577785492,0.11649948358535767,-1000000000.0,0.11171923577785492,False,0,0.0,0,2025-08-21,2026-05-15 04:33:39
TJX,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,159.2100067138672,,,0,0.0,0.0,-3497600.6289028525,96502399.37109715,96502399.37109715,0.0,-3.4976006289028527,-20.550272373612664,-4.869356308482602,5.4165363443628625,25.64102564102564,1.0,0.0,-3.4976006289028527,-20.550272373612664,-4.869356308482602,5.4165363443628625,25.64102564102564,1.0,0.0,0.20884405076503754,0.20917081832885742,0.216084286570549,0.20884405076503754,-1000000000.0,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-15 05:22:54
